Username,Order_ID,Date_,Subtotal,Tip,Time_
15210904,49375,9/24/2023,32.5,4.72,19:47
knrlplvg2781@yahoo.com,49376,9/24/2023,42.5,1.51,14:42
fqvfyfez3999@amongus.com,49377,9/24/2023,52.5,0.69,18:24
tzerdgmu7305@hotmail.com,49378,9/24/2023,55,4.07,15:08
blmqchbj1685@gmail.com,49379,9/24/2023,42.5,1.83,19:15
acnwixtn4093@gmail.com,49380,9/24/2023,22.5,1.85,21:22
99083877,49381,9/24/2023,42.5,4.21,11:00
knrlplvg2781@yahoo.com,49382,9/24/2023,12.5,3.96,22:21
07559614,49383,9/24/2023,10,3.13,18:48
lwfpmjdl4255@outlook.com,49384,9/24/2023,45,3.3,17:11
53597775,49385,9/24/2023,25,1.94,20:57
xhavrhlp6214@gmail.com,49386,9/24/2023,62.5,2.55,13:18
vdfmxaps8903@microsoft.com,49387,9/24/2023,50,1.86,11:18
63252884,49388,9/24/2023,22.5,4.64,13:39
58680153,49389,9/24/2023,22.5,3.52,14:12
gvnebals4363@microsoft.com,49390,9/24/2023,55,1.31,21:53
leglzlao5328@mojang.com,49391,9/24/2023,12.5,4.64,17:47
uequjkrd7690@hotmail.com,49392,9/24/2023,22.5,4.19,20:20
34172948,49393,9/24/2023,47.5,2.84,15:51
tjarunxo4546@amazon.com,49394,9/24/2023,22.5,4,13:49
acnwixtn4093@gmail.com,49395,9/24/2023,60,2.53,20:58
15210904,49396,9/24/2023,22.5,4.15,11:59
09166541,49397,9/24/2023,42.5,1.31,16:56
53597775,49398,9/24/2023,22.5,4.65,22:31
wscfsmmm9270@team9b.com,49399,9/24/2023,22.5,0.83,16:48
yzmbdcsd4318@outlook.com,49400,9/24/2023,45,2.45,11:46
csgjhmmq6539@tamu.com,49401,9/24/2023,35,0.82,14:34
vdfmxaps8903@microsoft.com,49402,9/24/2023,32.5,4.12,11:17
uequjkrd7690@hotmail.com,49403,9/24/2023,10,0.57,16:11
89346805,49404,9/24/2023,25,2.16,18:46
nkhvynwi0877@gmail.com,49405,9/24/2023,47.5,0.01,11:33
22079174,49406,9/24/2023,37.5,1.64,14:01
bvlhhapp2329@outlook.com,49407,9/24/2023,20,3.32,17:44
ikpussac3587@gongcha.com,49408,9/24/2023,20,0.09,16:58
ksivzavk0512@outlook.com,49409,9/24/2023,42.5,1.91,14:49
dxaenkpu3299@amazon.com,49410,9/24/2023,57.5,1.87,19:52
dxaenkpu3299@amazon.com,49411,9/24/2023,52.5,2.54,12:33
29884709,49412,9/24/2023,42.5,1.27,21:34
bvlhhapp2329@outlook.com,49413,9/24/2023,22.5,1.43,13:54
mvwpqozi8212@amazon.com,49414,9/24/2023,45,3.06,12:20
vdfmxaps8903@microsoft.com,49415,9/24/2023,20,4.67,12:53
iuaaeaiu9436@yahoo.com,49416,9/24/2023,20,2.92,15:07
xbkpyhhg8751@tamu.com,49417,9/24/2023,20,3.08,14:38
91143424,49418,9/24/2023,10,3.85,11:08
tnleamow3456@tamu.com,49419,9/24/2023,32.5,1,17:01
eyewjyqo6396@team9b.com,49420,9/24/2023,32.5,0.75,16:54
68164488,49421,9/24/2023,47.5,1.8,17:10
28488312,49422,9/24/2023,60,5,12:19
gmlfplgb5415@amongus.com,49423,9/24/2023,30,3.95,13:09
53597775,49424,9/24/2023,10,0.33,17:08
99346498,49425,9/24/2023,32.5,2,14:26
53597775,49426,9/24/2023,35,4.19,20:28
bqxcmhxj0406@yahoo.com,49427,9/24/2023,42.5,3.58,14:20
pjzswqpn6865@mojang.com,49428,9/24/2023,37.5,3.81,16:53
99346498,49429,9/24/2023,32.5,3.62,15:45
22079174,49430,9/24/2023,22.5,4.71,21:33
ydylbckb5048@gongcha.com,49431,9/24/2023,22.5,2.96,19:30
09166541,49432,9/24/2023,35,0.52,21:37
gmlfplgb5415@amongus.com,49433,9/24/2023,10,3.72,16:14
qddpnwur1048@youtube.com,49434,9/24/2023,52.5,2.56,20:58
91143424,49435,9/24/2023,10,0.19,12:01
sakwrvhs8207@tamu.com,49436,9/24/2023,10,2.94,15:12
fqngrbru7263@yahoo.com,49437,9/24/2023,45,1.78,11:50
gtkvyvui9206@tamu.com,49438,9/24/2023,22.5,1.65,12:16
rpuuikvb0197@youtube.com,49439,9/24/2023,42.5,1.1,21:01
65573512,49440,9/24/2023,42.5,0.23,21:36
nkhvynwi0877@gmail.com,49441,9/24/2023,55,2.3,20:33
89346805,49442,9/24/2023,52.5,4.26,17:42
uakripis6880@microsoft.com,49443,9/24/2023,10,3.57,22:16
lulymimp4994@microsoft.com,49444,9/24/2023,45,1.84,11:15
07559614,49445,9/24/2023,45,0.54,21:25
53773347,49446,9/24/2023,12.5,3.54,12:39
70544231,49447,9/24/2023,12.5,4.06,21:08
wscfsmmm9270@team9b.com,49448,9/24/2023,32.5,4.95,13:13
fqvfyfez3999@amongus.com,49449,9/24/2023,57.5,2.74,21:31
88223286,49450,9/24/2023,55,0.63,19:40
xhavrhlp6214@gmail.com,49451,9/24/2023,55,4.1,18:18
71854166,49452,9/24/2023,55,2.39,18:29
68164488,49453,9/24/2023,12.5,0.98,11:51
uzgolapa6273@hotmail.com,49454,9/25/2023,10,3.5,20:11
acnwixtn4093@gmail.com,49455,9/25/2023,52.5,1.61,12:32
rpuuikvb0197@youtube.com,49456,9/25/2023,32.5,2.32,17:03
yvjrmvxh4164@youtube.com,49457,9/25/2023,22.5,3.02,15:43
uakripis6880@microsoft.com,49458,9/25/2023,10,3.48,20:21
68164488,49459,9/25/2023,55,4.78,16:19
botlwdwc8212@gongcha.com,49460,9/25/2023,12.5,4.3,21:13
rpuuikvb0197@youtube.com,49461,9/25/2023,52.5,2.51,16:04
vdfmxaps8903@microsoft.com,49462,9/25/2023,12.5,2.14,19:46
ksivzavk0512@outlook.com,49463,9/25/2023,47.5,0.42,20:26
blmqchbj1685@gmail.com,49464,9/25/2023,45,3.2,17:13
erannexm9730@hotmail.com,49465,9/25/2023,45,2.54,11:56
63252884,49466,9/25/2023,47.5,2.16,19:40
02212372,49467,9/25/2023,62.5,4.58,19:28
gmlfplgb5415@amongus.com,49468,9/25/2023,35,1.16,14:53
poeldyyi5038@yahoo.com,49469,9/25/2023,32.5,0.43,15:43
erannexm9730@hotmail.com,49470,9/25/2023,42.5,1.64,12:48
yvjrmvxh4164@youtube.com,49471,9/25/2023,10,2.42,12:05
eyewjyqo6396@team9b.com,49472,9/25/2023,60,3.2,11:58
erannexm9730@hotmail.com,49473,9/25/2023,10,0.68,15:32
tzerdgmu7305@hotmail.com,49474,9/25/2023,37.5,2.83,20:54
uequjkrd7690@hotmail.com,49475,9/25/2023,32.5,4.43,18:49
vdfmxaps8903@microsoft.com,49476,9/25/2023,32.5,0.56,21:09
erannexm9730@hotmail.com,49477,9/25/2023,32.5,3.78,15:31
yzmbdcsd4318@outlook.com,49478,9/25/2023,12.5,1.66,19:51
fqvfyfez3999@amongus.com,49479,9/25/2023,40,1.84,15:18
zrzmjytq5017@team9b.com,49480,9/25/2023,40,4.93,11:32
mewnnrbr6327@team9b.com,49481,9/25/2023,37.5,1.61,13:28
vdfmxaps8903@microsoft.com,49482,9/25/2023,12.5,2.78,20:12
cbxdmrtx1642@gmail.com,49483,9/25/2023,12.5,2.65,16:19
uakripis6880@microsoft.com,49484,9/25/2023,57.5,3.35,22:29
eouqsbuj0665@mojang.com,49485,9/25/2023,22.5,2.81,21:26
lwfpmjdl4255@outlook.com,49486,9/25/2023,55,1.64,15:00
ikpussac3587@gongcha.com,49487,9/25/2023,32.5,0.4,11:05
22079174,49488,9/25/2023,12.5,3.78,21:29
fqngrbru7263@yahoo.com,49489,9/25/2023,57.5,2.88,17:38
29884709,49490,9/25/2023,32.5,2.38,17:23
34172948,49491,9/25/2023,52.5,3.9,20:03
36309511,49492,9/25/2023,47.5,4.42,11:59
pjzswqpn6865@mojang.com,49493,9/25/2023,22.5,2.93,13:56
qhxpyyhy3771@outlook.com,49494,9/25/2023,10,2.42,20:50
xhavrhlp6214@gmail.com,49495,9/25/2023,22.5,0.75,22:21
pjzswqpn6865@mojang.com,49496,9/25/2023,57.5,1.14,20:08
ikpussac3587@gongcha.com,49497,9/25/2023,12.5,0.38,16:28
44395718,49498,9/25/2023,60,1.16,15:15
bstibhih7500@microsoft.com,49499,9/25/2023,55,3.03,22:22
58680153,49500,9/25/2023,47.5,0.56,22:14
wscfsmmm9270@team9b.com,49501,9/25/2023,40,4.17,18:18
dxaenkpu3299@amazon.com,49502,9/25/2023,22.5,4.34,18:37
nkhvynwi0877@gmail.com,49503,9/25/2023,47.5,1.98,16:35
63252884,49504,9/25/2023,35,3.69,22:40
28488312,49505,9/25/2023,32.5,2.36,11:50
12856702,49506,9/25/2023,12.5,1.4,22:00
tzerdgmu7305@hotmail.com,49507,9/25/2023,45,4.25,12:30
drlcxzwq8511@outlook.com,49508,9/25/2023,22.5,4.99,22:07
sakwrvhs8207@tamu.com,49509,9/25/2023,32.5,4.61,16:16
erannexm9730@hotmail.com,49510,9/25/2023,20,1.95,21:53
lulymimp4994@microsoft.com,49511,9/25/2023,45,2.99,16:00
nddaftql1388@yahoo.com,49512,9/25/2023,12.5,1.18,18:32
07559614,49513,9/25/2023,45,4.33,19:54
12856702,49514,9/25/2023,55,1.24,13:26
09166541,49515,9/25/2023,25,1.65,11:02
tzerdgmu7305@hotmail.com,49516,9/25/2023,57.5,2.7,20:06
tnleamow3456@tamu.com,49517,9/25/2023,35,2.82,12:31
77235905,49518,9/25/2023,25,1,18:39
acnwixtn4093@gmail.com,49519,9/25/2023,20,2.6,22:18
57341554,49520,9/25/2023,45,2.42,18:04
drlcxzwq8511@outlook.com,49521,9/25/2023,62.5,3.32,16:04
wlmomoox5344@yahoo.com,49522,9/25/2023,30,4.72,16:20
uakripis6880@microsoft.com,49523,9/25/2023,22.5,0.19,19:42
45823849,49524,9/25/2023,10,4.06,17:01
yzmbdcsd4318@outlook.com,49525,9/25/2023,10,2.73,18:59
blmqchbj1685@gmail.com,49526,9/25/2023,22.5,4.96,14:51
gmlfplgb5415@amongus.com,49527,9/25/2023,50,4.68,15:35
wlmomoox5344@yahoo.com,49528,9/25/2023,35,0.5,21:46
pjzswqpn6865@mojang.com,49529,9/25/2023,20,0.96,17:50
fnhqoyuj3254@team9b.com,49530,9/25/2023,57.5,4.62,18:37
53597775,49531,9/25/2023,57.5,2.15,21:57
botlwdwc8212@gongcha.com,49532,9/25/2023,25,1.54,19:17
uakripis6880@microsoft.com,49533,9/25/2023,22.5,1,17:47
ydylbckb5048@gongcha.com,49534,9/25/2023,50,2.53,12:22
iuaaeaiu9436@yahoo.com,49535,9/25/2023,12.5,4.91,18:41
acnwixtn4093@gmail.com,49536,9/25/2023,10,2.86,15:50
07559614,49537,9/25/2023,62.5,3.36,17:32
44395718,49538,9/25/2023,10,0.19,13:33
fnhqoyuj3254@team9b.com,49539,9/25/2023,32.5,4.43,22:48
57341554,49540,9/25/2023,12.5,0.15,14:14
mvwpqozi8212@amazon.com,49541,9/25/2023,32.5,1.36,16:22
fqvfyfez3999@amongus.com,49542,9/25/2023,10,4.7,21:09
91143424,49543,9/25/2023,55,1.37,14:13
71854166,49544,9/25/2023,40,0.75,13:25
97465710,49545,9/25/2023,42.5,0.71,11:36
34172948,49546,9/25/2023,10,4.43,19:03
botlwdwc8212@gongcha.com,49547,9/25/2023,12.5,0.98,17:21
28488312,49548,9/25/2023,25,2.75,11:34
iuaaeaiu9436@yahoo.com,49549,9/25/2023,32.5,4.29,11:06
evbcmjsk8537@amazon.com,49550,9/25/2023,35,3.23,20:14
nkhvynwi0877@gmail.com,49551,9/25/2023,55,2.56,12:13
88744860,49552,9/25/2023,35,0.92,15:26
nkhvynwi0877@gmail.com,49553,9/25/2023,45,3.06,13:27
qhxpyyhy3771@outlook.com,49554,9/25/2023,57.5,0.05,19:08
mvwpqozi8212@amazon.com,49555,9/25/2023,52.5,1.41,22:43
54315149,49556,9/25/2023,20,1.07,13:37
22079174,49557,9/25/2023,45,3.02,17:29
qhxpyyhy3771@outlook.com,49558,9/25/2023,25,3.95,21:40
26260554,49559,9/25/2023,45,0.74,18:07
nddaftql1388@yahoo.com,49560,9/25/2023,35,2.18,17:02
erannexm9730@hotmail.com,49561,9/25/2023,22.5,1.16,19:46
99346498,49562,9/25/2023,35,2.04,13:01
uzgolapa6273@hotmail.com,49563,9/25/2023,47.5,0.05,13:21
tnleamow3456@tamu.com,49564,9/25/2023,12.5,0.94,20:33
88223286,49565,9/25/2023,32.5,0.93,20:12
tjarunxo4546@amazon.com,49566,9/25/2023,20,4.71,17:26
26475312,49567,9/25/2023,32.5,4.89,15:00
iuaaeaiu9436@yahoo.com,49568,9/25/2023,25,0.16,11:52
26260554,49569,9/25/2023,10,4.03,16:46
bvlhhapp2329@outlook.com,49570,9/25/2023,32.5,0.65,21:27
bstibhih7500@microsoft.com,49571,9/25/2023,60,0.9,19:26
tnleamow3456@tamu.com,49572,9/25/2023,55,4.76,14:21
53597775,49573,9/25/2023,20,0.57,14:48
88223286,49574,9/25/2023,42.5,2.34,16:02
bqxcmhxj0406@yahoo.com,49575,9/25/2023,45,3.92,15:02
hzzhsywz9701@tamu.com,49576,9/25/2023,35,4.69,17:47
ikpussac3587@gongcha.com,49577,9/25/2023,50,0.12,14:57
88223286,49578,9/25/2023,35,3.35,14:22
bstibhih7500@microsoft.com,49579,9/25/2023,47.5,0.83,18:42
44395718,49580,9/25/2023,57.5,1.09,11:46
ydylbckb5048@gongcha.com,49581,9/25/2023,30,4.46,17:25
drlcxzwq8511@outlook.com,49582,9/25/2023,22.5,4.2,21:39
68164488,49583,9/25/2023,35,3.93,15:24
csgjhmmq6539@tamu.com,49584,9/25/2023,10,2.5,12:58
eyewjyqo6396@team9b.com,49585,9/25/2023,22.5,2.77,19:57
botlwdwc8212@gongcha.com,49586,9/25/2023,52.5,0.38,20:54
97939309,49587,9/25/2023,35,3.96,20:41
knrlplvg2781@yahoo.com,49588,9/25/2023,32.5,0.86,16:47
ydylbckb5048@gongcha.com,49589,9/25/2023,12.5,0.54,18:47
fqvfyfez3999@amongus.com,49590,9/25/2023,57.5,0.34,13:12
58680153,49591,9/25/2023,12.5,2.36,15:30
mewnnrbr6327@team9b.com,49592,9/25/2023,30,2.59,15:58
sakwrvhs8207@tamu.com,49593,9/25/2023,10,0.47,11:48
poeldyyi5038@yahoo.com,49594,9/25/2023,35,3.13,17:09
uzgolapa6273@hotmail.com,49595,9/25/2023,20,3.07,17:49
bqxcmhxj0406@yahoo.com,49596,9/25/2023,45,0.29,12:01
97465710,49597,9/25/2023,50,0.29,15:54
27368406,49598,9/25/2023,12.5,1.96,22:53
58680153,49599,9/25/2023,52.5,0.29,12:17
71854166,49600,9/26/2023,10,3.65,17:53
wlmomoox5344@yahoo.com,49601,9/26/2023,12.5,2.38,12:31
97939309,49602,9/26/2023,45,1.74,14:29
70544231,49603,9/26/2023,35,2.88,20:26
57341554,49604,9/26/2023,50,0.33,21:09
53597775,49605,9/26/2023,42.5,3.62,14:34
99083877,49606,9/26/2023,22.5,2.16,21:02
91143424,49607,9/26/2023,10,0.42,19:58
xbkpyhhg8751@tamu.com,49608,9/26/2023,12.5,0.61,22:55
68164488,49609,9/26/2023,55,1.9,19:11
26260554,49610,9/26/2023,40,4.59,15:36
sakwrvhs8207@tamu.com,49611,9/26/2023,12.5,1.17,11:53
botlwdwc8212@gongcha.com,49612,9/26/2023,45,3.36,16:08
poeldyyi5038@yahoo.com,49613,9/26/2023,35,4.64,20:44
tnleamow3456@tamu.com,49614,9/26/2023,47.5,1.56,13:25
cbxdmrtx1642@gmail.com,49615,9/26/2023,42.5,3.4,17:28
miqyozhi2562@gongcha.com,49616,9/26/2023,25,4.56,13:39
wscfsmmm9270@team9b.com,49617,9/26/2023,37.5,2.44,22:47
54315149,49618,9/26/2023,45,1.07,19:41
70544231,49619,9/26/2023,32.5,3.66,17:37
44395718,49620,9/26/2023,45,0.73,21:29
xbkpyhhg8751@tamu.com,49621,9/26/2023,22.5,1.27,22:43
hnwdoktm2681@gmail.com,49622,9/26/2023,22.5,4.63,18:52
dxaenkpu3299@amazon.com,49623,9/26/2023,32.5,4.42,16:54
26260554,49624,9/26/2023,10,0.16,13:21
lulymimp4994@microsoft.com,49625,9/26/2023,10,4.48,11:41
poeldyyi5038@yahoo.com,49626,9/26/2023,57.5,3.8,15:15
57341554,49627,9/26/2023,42.5,2.21,22:04
53773347,49628,9/26/2023,42.5,3.38,16:52
mewnnrbr6327@team9b.com,49629,9/26/2023,10,1.68,14:45
54315149,49630,9/26/2023,12.5,1.56,19:36
rpuuikvb0197@youtube.com,49631,9/26/2023,25,1.41,17:14
qddpnwur1048@youtube.com,49632,9/26/2023,32.5,3.79,16:54
nkhvynwi0877@gmail.com,49633,9/26/2023,10,0.83,19:27
42076180,49634,9/26/2023,35,0.37,13:41
wscfsmmm9270@team9b.com,49635,9/26/2023,45,3.41,13:05
26475312,49636,9/26/2023,22.5,4.81,12:25
28488312,49637,9/26/2023,40,2.47,12:40
drlcxzwq8511@outlook.com,49638,9/26/2023,52.5,2.98,16:31
hnwdoktm2681@gmail.com,49639,9/26/2023,42.5,2.66,16:39
yzmbdcsd4318@outlook.com,49640,9/26/2023,30,1.51,20:33
09166541,49641,9/26/2023,32.5,0.18,20:44
mewnnrbr6327@team9b.com,49642,9/26/2023,32.5,1.66,21:14
34172948,49643,9/26/2023,47.5,4.2,19:41
36309511,49644,9/26/2023,22.5,4.93,11:41
tnleamow3456@tamu.com,49645,9/26/2023,37.5,4.98,20:41
34172948,49646,9/26/2023,32.5,1.16,13:05
88223286,49647,9/26/2023,50,4.93,19:04
88223286,49648,9/26/2023,22.5,1.69,22:37
erannexm9730@hotmail.com,49649,9/26/2023,47.5,1.53,14:46
97939309,49650,9/26/2023,35,2.7,11:28
02212372,49651,9/26/2023,42.5,2.68,13:26
lwfpmjdl4255@outlook.com,49652,9/26/2023,22.5,3.96,20:16
77235905,49653,9/26/2023,10,3.17,11:38
uakripis6880@microsoft.com,49654,9/26/2023,32.5,1.97,14:20
tzerdgmu7305@hotmail.com,49655,9/26/2023,47.5,1.14,17:49
68467298,49656,9/26/2023,12.5,3.35,18:22
tjarunxo4546@amazon.com,49657,9/26/2023,22.5,2.59,17:18
bqameafc6423@microsoft.com,49658,9/26/2023,12.5,3.28,15:11
bzfegiox1878@microsoft.com,49659,9/26/2023,22.5,0.23,14:46
99083877,49660,9/26/2023,10,3.43,22:07
gtkvyvui9206@tamu.com,49661,9/26/2023,22.5,2.66,21:04
fnhqoyuj3254@team9b.com,49662,9/26/2023,10,0.73,15:12
fqngrbru7263@yahoo.com,49663,9/26/2023,57.5,2.77,11:01
qhxpyyhy3771@outlook.com,49664,9/26/2023,10,3.11,21:40
vdfmxaps8903@microsoft.com,49665,9/26/2023,22.5,1.06,15:44
fqvfyfez3999@amongus.com,49666,9/26/2023,22.5,0.41,12:04
68467298,49667,9/26/2023,32.5,1.34,14:27
eyewjyqo6396@team9b.com,49668,9/26/2023,12.5,3.03,14:42
erannexm9730@hotmail.com,49669,9/26/2023,10,3.09,16:17
mewnnrbr6327@team9b.com,49670,9/26/2023,47.5,1.59,18:02
bqameafc6423@microsoft.com,49671,9/26/2023,32.5,3.47,13:17
mpepbmgq3917@tamu.com,49672,9/26/2023,22.5,2.31,19:51
acnwixtn4093@gmail.com,49673,9/26/2023,45,1.93,18:10
28488312,49674,9/26/2023,45,3.4,19:56
tnleamow3456@tamu.com,49675,9/26/2023,12.5,2.75,15:49
fqvfyfez3999@amongus.com,49676,9/26/2023,20,4.97,19:07
nmkidoym9408@gongcha.com,49677,9/26/2023,52.5,0.22,13:56
blmqchbj1685@gmail.com,49678,9/26/2023,35,3.51,11:31
drlcxzwq8511@outlook.com,49679,9/26/2023,45,2.03,21:20
leglzlao5328@mojang.com,49680,9/26/2023,45,1.93,19:43
nkhvynwi0877@gmail.com,49681,9/26/2023,10,2.61,11:17
hnwdoktm2681@gmail.com,49682,9/26/2023,47.5,4.27,11:47
44395718,49683,9/26/2023,42.5,2.37,12:33
88223286,49684,9/26/2023,35,4.23,18:02
hnwdoktm2681@gmail.com,49685,9/26/2023,12.5,1.34,18:43
63252884,49686,9/26/2023,52.5,3.34,12:31
eyewjyqo6396@team9b.com,49687,9/26/2023,10,3.5,20:07
26260554,49688,9/26/2023,57.5,2.29,17:31
yvjrmvxh4164@youtube.com,49689,9/26/2023,32.5,4.72,16:28
evbcmjsk8537@amazon.com,49690,9/26/2023,22.5,3.41,22:13
02212372,49691,9/26/2023,22.5,3.39,20:23
gmlfplgb5415@amongus.com,49692,9/26/2023,55,4.63,13:27
pjzswqpn6865@mojang.com,49693,9/26/2023,20,0.56,22:45
27368406,49694,9/26/2023,47.5,4.35,13:03
88744860,49695,9/26/2023,60,3.48,22:45
57341554,49696,9/26/2023,12.5,0.59,16:52
tjarunxo4546@amazon.com,49697,9/26/2023,25,0.03,15:16
blmqchbj1685@gmail.com,49698,9/26/2023,20,0.05,22:39
bstibhih7500@microsoft.com,49699,9/26/2023,32.5,3.43,18:29
csgjhmmq6539@tamu.com,49700,9/26/2023,47.5,1,14:52
70544231,49701,9/26/2023,45,0.88,22:23
lwfpmjdl4255@outlook.com,49702,9/26/2023,12.5,3.31,16:48
lwfpmjdl4255@outlook.com,49703,9/26/2023,12.5,0.41,19:31
99083877,49704,9/26/2023,32.5,0.87,19:10
26475312,49705,9/26/2023,45,4.77,19:35
yzmbdcsd4318@outlook.com,49706,9/26/2023,12.5,4.18,11:59
rpuuikvb0197@youtube.com,49707,9/26/2023,50,1.51,14:25
iuaaeaiu9436@yahoo.com,49708,9/26/2023,20,0.96,12:41
97465710,49709,9/27/2023,45,2.33,20:21
ksivzavk0512@outlook.com,49710,9/27/2023,12.5,2.72,22:44
57341554,49711,9/27/2023,35,1.18,16:55
knrlplvg2781@yahoo.com,49712,9/27/2023,52.5,4.1,18:16
erannexm9730@hotmail.com,49713,9/27/2023,12.5,1.27,13:30
fnhqoyuj3254@team9b.com,49714,9/27/2023,12.5,1.54,13:00
36309511,49715,9/27/2023,45,1.99,15:26
70544231,49716,9/27/2023,37.5,4.61,12:53
99346498,49717,9/27/2023,57.5,2.96,15:20
27368406,49718,9/27/2023,22.5,3.03,12:50
mvwpqozi8212@amazon.com,49719,9/27/2023,22.5,0.07,12:39
71854166,49720,9/27/2023,10,3.24,21:28
blmqchbj1685@gmail.com,49721,9/27/2023,10,0.35,14:36
tjarunxo4546@amazon.com,49722,9/27/2023,20,2.34,19:35
zrzmjytq5017@team9b.com,49723,9/27/2023,22.5,3.19,19:32
53597775,49724,9/27/2023,25,0.48,11:53
tjarunxo4546@amazon.com,49725,9/27/2023,32.5,2.51,19:37
blmqchbj1685@gmail.com,49726,9/27/2023,22.5,2.26,13:38
fqngrbru7263@yahoo.com,49727,9/27/2023,45,4.11,17:40
22079174,49728,9/27/2023,42.5,0.9,11:50
eyewjyqo6396@team9b.com,49729,9/27/2023,57.5,4.19,15:49
bzfegiox1878@microsoft.com,49730,9/27/2023,12.5,3.21,15:57
88223286,49731,9/27/2023,60,3.53,14:00
yzmbdcsd4318@outlook.com,49732,9/27/2023,10,1.21,18:04
nmkidoym9408@gongcha.com,49733,9/27/2023,30,0.76,22:33
xbkpyhhg8751@tamu.com,49734,9/27/2023,30,2.57,20:56
88223286,49735,9/27/2023,22.5,1.94,13:15
15210904,49736,9/27/2023,32.5,2.25,11:07
09404152,49737,9/27/2023,42.5,3.63,13:18
drlcxzwq8511@outlook.com,49738,9/27/2023,20,0.53,13:19
miqyozhi2562@gongcha.com,49739,9/27/2023,35,4.08,12:28
gvnebals4363@microsoft.com,49740,9/27/2023,22.5,4.29,15:34
cbxdmrtx1642@gmail.com,49741,9/27/2023,60,3.06,20:05
02212372,49742,9/27/2023,12.5,1.69,17:11
fqvfyfez3999@amongus.com,49743,9/27/2023,12.5,1.85,14:05
bvlhhapp2329@outlook.com,49744,9/27/2023,57.5,4.33,12:37
lwfpmjdl4255@outlook.com,49745,9/27/2023,37.5,0.8,14:16
99083877,49746,9/27/2023,12.5,1.24,20:49
yzmbdcsd4318@outlook.com,49747,9/27/2023,22.5,0.95,13:14
ksivzavk0512@outlook.com,49748,9/27/2023,60,2.16,11:48
15210904,49749,9/27/2023,37.5,0.7,17:23
53597775,49750,9/27/2023,57.5,1,18:31
hzzhsywz9701@tamu.com,49751,9/27/2023,32.5,4.94,16:14
12856702,49752,9/27/2023,45,1.08,15:25
tnleamow3456@tamu.com,49753,9/27/2023,57.5,0.76,18:50
34172948,49754,9/27/2023,22.5,4.01,21:43
53773347,49755,9/27/2023,22.5,0.65,21:13
29884709,49756,9/27/2023,25,0.65,22:10
zrzmjytq5017@team9b.com,49757,9/27/2023,35,0.47,20:52
qddpnwur1048@youtube.com,49758,9/27/2023,45,1.07,19:07
evbcmjsk8537@amazon.com,49759,9/27/2023,10,3.51,19:59
44395718,49760,9/27/2023,12.5,3.1,20:50
88223286,49761,9/27/2023,32.5,3.89,16:34
53597775,49762,9/27/2023,40,2.93,14:38
70544231,49763,9/27/2023,50,2.57,13:47
qddpnwur1048@youtube.com,49764,9/27/2023,25,2.5,21:53
65573512,49765,9/27/2023,35,0.61,17:02
eouqsbuj0665@mojang.com,49766,9/27/2023,25,0.3,17:32
15210904,49767,9/27/2023,57.5,3.68,15:35
vdfmxaps8903@microsoft.com,49768,9/27/2023,57.5,4.7,17:49
erannexm9730@hotmail.com,49769,9/27/2023,32.5,0.01,16:29
pjzswqpn6865@mojang.com,49770,9/27/2023,22.5,0.85,20:19
68467298,49771,9/27/2023,45,2.85,11:28
bzfegiox1878@microsoft.com,49772,9/27/2023,22.5,2.65,21:41
68164488,49773,9/27/2023,57.5,1.23,14:06
28488312,49774,9/27/2023,47.5,1.28,16:09
15210904,49775,9/27/2023,25,1.42,16:46
88744860,49776,9/27/2023,57.5,3.41,11:48
63252884,49777,9/27/2023,37.5,4.24,19:30
28488312,49778,9/27/2023,22.5,4.22,12:14
77235905,49779,9/27/2023,55,1.14,22:41
53773347,49780,9/27/2023,47.5,1.33,11:17
botlwdwc8212@gongcha.com,49781,9/27/2023,37.5,3.81,20:21
88223286,49782,9/27/2023,32.5,0.89,13:43
bqameafc6423@microsoft.com,49783,9/27/2023,47.5,2.91,19:12
70544231,49784,9/27/2023,52.5,2.57,11:50
27368406,49785,9/27/2023,42.5,1.66,22:26
77235905,49786,9/27/2023,37.5,1.23,14:26
miqyozhi2562@gongcha.com,49787,9/27/2023,57.5,1.51,11:58
22079174,49788,9/27/2023,22.5,0.24,21:19
34172948,49789,9/27/2023,45,2.06,12:13
91143424,49790,9/27/2023,25,0.33,22:35
xbkpyhhg8751@tamu.com,49791,9/27/2023,32.5,4.59,12:45
botlwdwc8212@gongcha.com,49792,9/27/2023,32.5,3.82,12:52
86349856,49793,9/27/2023,45,2.65,16:56
qhxpyyhy3771@outlook.com,49794,9/27/2023,55,3.25,11:31
99083877,49795,9/27/2023,10,2.08,22:14
eouqsbuj0665@mojang.com,49796,9/27/2023,35,3.74,20:42
leglzlao5328@mojang.com,49797,9/27/2023,45,0.68,16:41
botlwdwc8212@gongcha.com,49798,9/27/2023,12.5,4.19,16:48
yzmbdcsd4318@outlook.com,49799,9/27/2023,12.5,1.65,17:19
yzmbdcsd4318@outlook.com,49800,9/27/2023,47.5,1.18,11:32
xbkpyhhg8751@tamu.com,49801,9/27/2023,22.5,2.28,13:33
drlcxzwq8511@outlook.com,49802,9/27/2023,45,0.58,11:32
leglzlao5328@mojang.com,49803,9/27/2023,45,1.43,21:14
uakripis6880@microsoft.com,49804,9/27/2023,35,3.72,11:27
uequjkrd7690@hotmail.com,49805,9/27/2023,55,5,16:32
